GeneSet	DESC	GeneSet,Genes
VAPA	VAPA	VAPA,OSBP,ACBD5,STARD3,OSBPL9,VAPB,OSBP2,STARD3NL,ZFYVE27,ACBD4,VAMP2
VAPB	VAPB	VAPB,RMDN3,ACBD5,ATF6,ACBD4,OSBP,VAPA,OSBPL9,PITPNM1,STARD3,TARDBP
VARS2	VARS2	VARS2,AARS2,RARS2,DARS2,RPF2,PARS2,WARS2,YARS2,TARS2,CARS2,MARS2
VASH1	VASH1	VASH1,SVBP,TUBA1A,TUBB3,ANGEL1,POMT2,TTL,FGF2,TGFB3,TMEM43,TUBA1B
VASH2	VASH2	VASH2,SVBP,TUBA1B,TUBA1A,TUBB2B,TTL,FGF2,TUBB4A,TUBB3,TUBB6,TUBA1C
VASN	VASN	VASN,TGFB3,TGFB2,TGFB1,NCSTN,ROBO4,ADGRL2,ADGRL1,ADGRL3,FN1,NOTCH1
VASP	VASP	VASP,ENAH,ZYX,EVL,VCL,PFN1,APBB1IP,RAPH1,ACTA1,PFN3,PFN4
VAT1	VAT1	VAT1,FASN,TLN1,HSDL2,SCP2,CRYZL1,MECR,UBLCP1,DERA,BDH2,DECR2
VAT1L	VAT1L	VAT1L,CLEC3A,WWOX,ECHDC2,HIBCH,ALDH2,C11orf24,ACADVL,FASN,HSDL2,SYCE1L
VAV1	VAV1	VAV1,CDC42,LCP2,ZAP70,GRB2,BLNK,SYK,PLCG1,ITK,PLCG2,CD19
VAV2	VAV2	VAV2,LCP2,SYK,CDC42,CTNND1,RHOA,CD44,BLNK,RAC2,SH3BP2,PLCG1
VAV3	VAV3	VAV3,LCP2,SYK,CDC42,RHOA,BLNK,RAC2,ZAP70,ITGB2,GRB2,PTPN11
VAX1	VAX1	VAX1,ZNF462,ASXL2,IRF6,SIX3,PAX2,SIX6,FOXE1,ABCA4,MAFB,SHTN1
VAX2	VAX2	VAX2,PAX2,SIX3,SIX6,TBX5,CHMP3,ATP6V1B1,SIX5,ALDH1A3,LHX2,SHH
VCAM1	VCAM1	VCAM1,ITGB1,ITGA4,ICAM1,ITGB2,CD44,ITGAL,ITGAM,SELPLG,ITGA9,FN1
VCAN	VCAN	VCAN,CD44,ACAN,DCN,BCAN,NCAN,PTPRZ1,TLR2,SELL,FBN1,ELN
VCL	VCL	VCL,SORBS1,CTNNA1,ACTN4,ZYX,VASP,TLN2,TLN1,ACTN1,SORBS3,PXN
VCP	VCP	VCP,ATXN3,VCPIP1,SELENOS,FAF1,DERL1,FAF2,NPLOC4,UFD1,UBXN6,UBXN1
VCPIP1	VCPIP1	VCPIP1,NSFL1C,VCP,NPLOC4,UFD1,UBXN7,UBXN2A,UBXN2B,STX5,FAF2,CDK1
VCPKMT	VCPKMT	VCPKMT,VCP,UBXN6,EEF1AKMT2,METTL22,METTL18,EEF2KMT,ETFBKMT,KIN,CAMKMT,EEF1AKMT1
VDAC1	VDAC1	VDAC1,PPIF,TSPO,BCL2L1,VDAC2,BCL2,HSPA9,HK1,ITPR3,HK2,SOD1
VDAC2	VDAC2	VDAC2,VDAC1,VDAC3,CYCS,SLC25A4,SLC25A31,STAR,PPIF,TSPO,PPID,PRKCE
VDAC3	VDAC3	VDAC3,VDAC2,VDAC1,SLC25A4,GK2,PPIF,CYCS,TSPO,SLC25A31,PPID,STAR
VEGFB	VEGFB	VEGFB,KDR,FLT4,FLT1,NRP1,VEGFC,ADGRL1,ADGRL2,ADGRL3,PGF,PDGFRB
VEGFC	VEGFC	VEGFC,KDR,FLT4,FLT1,NRP2,VEGFB,TEK,CCBE1,LYVE1,NRP1,NTRK1
VENTX	VENTX	VENTX,TLE4,TLE1,CSF1R,TP53,IL6,LEF1,TLE3,TCF7L2,KRT34,ARGFX
VEPH1	VEPH1	VEPH1,PLEK2,CCDC117,PLEK,MEGF11,C4orf45,ACVR1,MSANTD4,BMPR1B,SLC16A4,PTAFR
VEZF1	VEZF1	VEZF1,CYP2C19,MORF4L1,CYP2D6,DNMT3B,CYP3A4,B3GAT2,ZNF644,XRN1,CYP4A11,IL3
VEZT	VEZT	VEZT,MYO7A,WHRN,USH2A,ADGRV1,PDZD7,RPL5,RPL23,RPL35,RPL23A,USH1C
VGF	VGF	VGF,EGR1,BDNF,REST,SCG2,NGF,CHGB,NPY,CREB1,OXT,SCG3
VGLL2	VGLL2	VGLL2,TEAD1,WWTR1,MYOD1,NCOA2,YAP1,MYOG,TEAD4,MYH1,VGLL4,ACTA1
VGLL3	VGLL3	VGLL3,TEAD1,WWTR1,YAP1,TEAD4,VGLL4,AKAP11,TEAD3,GREB1L,CHMP2B,SIX6
VGLL4	VGLL4	VGLL4,TEAD4,TEAD1,TEAD3,IRF2BP2,TEAD2,IRF2BPL,YAP1,IRF2BP1,WWTR1,SAV1
VHL	VHL	VHL,EPAS1,CUL2,RBX1,ELOB,ELOC,HIF1A,EGLN1,NEDD8,USP33,COPS5
VHLL	VHLL	VHLL,HIF1A,ELOC,CUL2,EPAS1,HIF3A,RBX1,EGLN3,EGLN1,ELOB,EGLN2
VIL1	VIL1	VIL1,TNP1,COMMD6,SLC11A1,MYL1,CXCR2,PLCG1,CDX2,LGR5,CHRND,SPRYD7
VILL	VILL	VILL,ZNF418,TBC1D14,SLC22A14,COG6,CTDSPL,COG3,DLEC1,PLCD1,SVIL,COG8
VIM	VIM	VIM,DES,HLA-DRA,HLA-DRB1,CASP7,PLEC,ZEB1,GAN,CASP3,NEFM,ZEB2
VIP	VIP	VIP,VIPR2,VIPR1,AVPR1A,SCT,GLP1R,ADCYAP1R1,NPY,TAC1,GIPR,SCTR
VIPAS39	VIPAS39	VIPAS39,VPS33B,VPS33A,VPS16,RAB11A,VPS45,STX12,VPS39,STX8,STX7,NBEAL2
VIPR1	VIPR1	VIPR1,ADCYAP1,VIP,ATG5,GNAS,VIPR2,GNB1,RAMP2,WASL,GNG2,SCT
VIPR2	VIPR2	VIPR2,VIP,ADCYAP1,GNAS,VIPR1,GCG,GNB1,GIP,POMC,FSHB,NPPA
VIRMA	VIRMA	VIRMA,METTL3,RBM15B,METTL14,WTAP,CBLL1,RBM15,ZC3H13,METTL16,NUDT21,CPSF6
VIT	VIT	VIT,FAU,COCH,KCNG3,MYOC,RPS28,RPS24,RPS19,RPS15,HECTD3,RPS11
VKORC1	VKORC1	VKORC1,GGCX,CYP2C9,CYP4F2,VKORC1L1,NQO1,CYP2C19,PROS1,MGP,F2,ABCC6
VKORC1L1	VKORC1L1	VKORC1L1,GGCX,VKORC1,NQO1,TMEM248,LCN12,FAM20B,GLT8D2,PCYT1A,ARHGAP20,IBTK
VLDLR	VLDLR	VLDLR,RELN,APOE,DAB1,PCSK9,LRP8,CLU,LPL,THBS1,CETP,SERPINE1
VMAC	VMAC	VMAC,SMR3A,RPL22L1,WDPCP,BANP,CAMKK1,ITGA10,NICN1,CGA,DTWD1,SAXO2
VMO1	VMO1	VMO1,EFHC1,TMEM200A,SPEF1,TMEM252,CHID1,STYXL1,LINGO2,GUCY1A2,GRAMD2A,TTLL9
VMP1	VMP1	VMP1,BECN1,TP53INP2,BECN2,PIK3C3,TMEM41B,WIPI1,ATG101,ATG13,PIK3R4,RB1CC1
VN1R1	VN1R1	VN1R1,ZNF749,ZNF772,SMCO3,OR1J4,OR52E8,OR2T1,OR6F1,OR52B6,OR7D4,CYP27C1
VN1R2	VN1R2	VN1R2,OR52E8,GPR141,OR51A4,OR4F4,OR10A2,OR10G8,OR52K2,OR2T1,TACR3,OR52M1
VN1R4	VN1R4	VN1R4,OR52E8,OR51A4,OR2T1,OR10A2,OR10G8,OR4F4,OR52K2,OR52M1,OR4N4,OR52K1
VNN1	VNN1	VNN1,VNN2,PANK1,PANK2,PANK3,SERPINE2,PRRG4,TAAR2,TAAR5,STX7,CLEC4D
VNN2	VNN2	VNN2,VNN1,PANK1,PANK3,PANK2,SERPINE2,MNDA,S100A12,ITGB2,FPR1,IL18RAP
VNN3	VNN3	VNN3,QPRT,NUDT15,PLA2G2D,SRM,OPLAH,VNN1,NUDT1,ATOX1,NT5E,TAAR5
VOPP1	VOPP1	VOPP1,LANCL2,TMEM207,SEC61G,VWA7,EGFR,WWOX,WBP1,VSTM2A,C7orf25,PARP1
VPREB1	VPREB1	VPREB1,IGLL1,CD79A,CD79B,DNTT,IGLL5,RAG2,RAG1,PAX5,EBF1,GGT2
VPREB3	VPREB3	VPREB3,IGLL1,CD79A,CD79B,FCRLA,CD19,TCL1A,MS4A1,BLK,CD72,CD22
VPS11	VPS11	VPS11,VPS16,VPS41,VPS39,VPS33A,VPS18,TGFBRAP1,VPS8,VPS33B,VTI1A,CCZ1
VPS13A	VPS13A	VPS13A,JPH3,VAPA,KEL,ADD2,VAPB,VPS13B,PDZD8,VPS35,ACTB,ATG2A
VPS13B	VPS13B	VPS13B,RAB6A,VPS13A,SPG11,VPS13C,BBS12,VPS13D,DNAJC7,VPS45,BBS10,GOLGA2
VPS13C	VPS13C	VPS13C,VPS35,ATP13A2,DNAJC6,DNAJC13,PLA2G6,SYNJ1,TMEM230,LGALS12,FBXO7,CHCHD2
VPS13D	VPS13D	VPS13D,ATG2B,RHOT1,VPS13B,VPS13A,PLIN5,KIAA2013,ZZEF1,MIGA2,VPS13C,TSG101
VPS16	VPS16	VPS16,VPS33A,VPS18,TGFBRAP1,VPS8,VPS11,VPS41,VPS39,VPS33B,VAMP8,VPS45
VPS18	VPS18	VPS18,VPS11,VPS41,VPS39,VPS16,VPS33A,TGFBRAP1,VPS8,VPS33B,VPS45,VTI1A
VPS25	VPS25	VPS25,VPS36,SNF8,CHMP6,VPS28,CHMP2A,TSG101,CHMP3,CHMP7,VPS37B,HGS
VPS26A	VPS26A	VPS26A,VPS29,SNX2,VPS35,SNX1,SNX3,SNX5,TBC1D5,SNX27,SNX6,VPS26B
VPS26B	VPS26B	VPS26B,VPS29,VPS35,SNX1,SNX2,VPS26A,TBC1D5,SNX27,SNX3,SNX5,SNX6
VPS28	VPS28	VPS28,VPS36,VPS37A,TSG101,VPS37C,MVB12B,VPS37B,UBAP1,MVB12A,VPS25,CHMP6
VPS29	VPS29	VPS29,VPS35,SNX1,TBC1D5,VPS26A,VPS26B,SNX2,SNX5,SNX6,SNX3,RNF168
VPS33A	VPS33A	VPS33A,VPS16,VPS41,VPS11,VPS39,VPS18,TGFBRAP1,VPS8,VIPAS39,STX7,STX12
VPS33B	VPS33B	VPS33B,VIPAS39,VPS11,VPS41,VPS16,VPS18,VPS39,TGFBRAP1,VPS8,STX7,RAB11A
VPS35	VPS35	VPS35,SNX5,SNX1,SNX3,VPS29,VPS26A,VPS26B,SNX2,TBC1D5,SNX6,SNX27
VPS36	VPS36	VPS36,VPS25,CHMP6,SNF8,VPS28,TSG101,CHMP3,CHMP2A,HGS,RPS27A,UBC
VPS37A	VPS37A	VPS37A,VPS28,UBAP1,TSG101,MVB12A,MVB12B,VPS25,CHMP2A,VPS36,CHMP3,CHMP4A
VPS37B	VPS37B	VPS37B,MVB12A,VPS28,TSG101,MVB12B,UBAP1,VPS25,CHMP3,CHMP1B,VPS4A,CHMP6
VPS37C	VPS37C	VPS37C,VPS28,TSG101,MVB12A,MVB12B,VPS36,SNF8,UBAP1,CHMP2A,VPS25,CHMP6
VPS37D	VPS37D	VPS37D,TSG101,VPS28,MVB12B,MVB12A,UBAP1,VPS36,SNF8,VPS25,CHMP3,CHMP2A
VPS39	VPS39	VPS39,VPS16,VPS11,VPS41,VPS33A,VPS18,STX17,VPS33B,TGFBRAP1,VPS8,VAMP8
VPS41	VPS41	VPS41,VPS33A,VPS18,VPS39,VPS11,VPS16,STX17,TGFBRAP1,VPS33B,YKT6,VTI1A
VPS45	VPS45	VPS45,STX16,RBSN,RAB5A,STX6,VPS16,VPS18,VPS39,VTI1B,VPS33A,VTI1A
VPS4A	VPS4A	VPS4A,CHMP1B,CHMP1A,CHMP6,VTA1,CHMP2A,CHMP5,CHMP3,IST1,CHMP4C,VPS4B
VPS4B	VPS4B	VPS4B,VTA1,CHMP1A,CHMP2B,CHMP5,CHMP2A,CHMP1B,CHMP6,IST1,VPS4A,PDCD6IP
VPS50	VPS50	VPS50,VPS51,VPS53,VPS52,VPS54,EIPR1,SNAP29,HEPACAM2,KRIT1,STX6,CCDC186
VPS51	VPS51	VPS51,VPS53,VPS50,VPS52,VPS54,STX6,EIPR1,STX16,COG8,COG1,STX10
VPS52	VPS52	VPS52,VPS51,VPS54,VPS53,VPS50,COG3,COG6,STX16,RAB6A,VAMP4,STX6
VPS53	VPS53	VPS53,VPS50,VPS51,VPS52,VPS54,STX16,RAB6A,STX6,VAMP4,EIPR1,COG4
VPS54	VPS54	VPS54,VPS53,VPS51,VPS52,VPS50,STX16,STX6,EIPR1,VAMP4,COG4,COG6
VPS72	VPS72	VPS72,DMAP1,RUVBL1,YEATS4,RUVBL2,SRCAP,TRRAP,KAT5,ZNHIT1,MORF4L1,MRGBP
VPS8	VPS8	VPS8,VPS16,VPS11,TGFBRAP1,VPS18,VPS33A,VPS39,VPS33B,RAB5A,VPS41,CHMP2A
VPS9D1	VPS9D1	VPS9D1,SPATA2L,ZNF276,PDX1,NAV3,DDX39A,DBNDD1,DTX2,CHMP1A,ASB3,ZNF213
VRK1	VRK1	VRK1,ANKLE2,BANF1,TP53,BDKRB1,BANF2,RARS2,TSEN54,COIL,JUN,LEMD3
VRK2	VRK2	VRK2,BDKRB1,ANKLE2,BANF1,MAPK8IP1,KSR1,BANF2,ZNF804A,MAP2K7,LTV1,BCL2L1
VRK3	VRK3	VRK3,DUSP3,BANF1,BANF2,LTV1,NCL,PARP1,HMGA2,MAPK3,STRADA,MAPK1
VRTN	VRTN	VRTN,ZSCAN10,PROX2,SYNDIG1L,ABCD4,TDGF1,NR6A1,SALL3,AREL1,C9orf72,SALL1
VSIG10	VSIG10	VSIG10,ANKRD13D,LRRC73,TEPSIN,TTC17,WSB2,ZNF654,FAM174A,ST3GAL5,HEATR5B,CELSR1
VSIG10L	VSIG10L	VSIG10L,MORN5,SLURP1,ZSCAN26,KIZ,NBPF9,ADAL,TCHHL1,SHROOM1,ZNF835,CHD3
VSIG2	VSIG2	VSIG2,CYP27A1,COG8,HSF4,COG3,COG5,COG2,COG7,COG4,COG6,CDH5
VSIG8	VSIG8	VSIG8,CFAP45,PRR9,LRRC15,B4GALT4,DOLPP1,HOXC13,GRHL3,SPC24,OR51E2,C10orf105
VSIR	VSIR	VSIR,IGSF11,BTLA,LGALS9,TMIGD2,LAG3,HAVCR2,CD28,TIGIT,CD274,CTLA4
VSNL1	VSNL1	VSNL1,PI4KB,KCNC1,NRGN,CADPS,NEFL,KCND2,NCALD,SNAP25,CHI3L1,MAPT
VSTM1	VSTM1	VSTM1,LAMP1,TFPT,LENG8,PTPN11,GP6,SIGLEC5,CEBPE,CDC42EP5,FAM228A,TTYH1
VSTM2A	VSTM2A	VSTM2A,ACAD8,LANCL2,VOPP1,SEC61G,NINJ2,POM121L12,TMEM254,ZNF713,CBLN2,LY6H
VSTM2B	VSTM2B	VSTM2B,OR6S1,DOC2B,FXYD7,C5orf38,TMCC1,LMCD1,ZNF536,CRTAC1,POP4,WHRN
VSTM2L	VSTM2L	VSTM2L,ATXN1,CTNNBL1,ZNF385B,CPNE8,FPR3,RCAN2,SOWAHA,CBLN2,CNTN4,ARHGAP40
VSTM4	VSTM4	VSTM4,LSAMP,LGALS12,MSANTD4,AGAP6,ANTXRL,DRGX,C10orf71,KIAA1328,OLFML1,ITGA1
VSTM5	VSTM5	VSTM5,C11orf54,SMCO4,GPR176,VWA5B1,GPR75,MED17,GALR1,HEPHL1,MTMR12,DHRS7C
VSX1	VSX1	VSX1,COL8A2,NXNL1,ATOH7,COL4A3,FOXN4,BHLHE23,ZEB1,SP3,DOCK9,PTF1A
VSX2	VSX2	VSX2,SIX3,ATOH7,NXNL1,RHO,POU4F2,MFRP,RCVRN,POU4F1,GDF3,SIX6
VTA1	VTA1	VTA1,VPS4B,CHMP5,VPS4A,CHMP1B,CHMP1A,IST1,CHMP2A,BCAS2,GCH1,LYST
VTCN1	VTCN1	VTCN1,BTLA,CTLA4,PDCD1LG2,PDCD1,ICOSLG,ICOS,CD28,TMIGD2,TNFRSF14,CD86
VTI1A	VTI1A	VTI1A,STX5,STX16,STX10,STX12,VAMP4,STX6,VAMP3,YKT6,STX8,STX7
VTI1B	VTI1B	VTI1B,YKT6,STX7,STX6,CLINT1,VAMP8,STX8,VAMP4,STX5,NAPA,STX16
VTN	VTN	VTN,SERPINE1,ITGB3,PLAUR,ITGAV,ITGA2B,FN1,PLAU,NID1,PLG,ITGB5
VWA1	VWA1	VWA1,COL19A1,HSPG2,FAM20C,AGBL1,FN1,MMRN2,PDIA6,CFAP36,LTBP4,RCN1
VWA2	VWA2	VWA2,FREM1,NHLRC2,TDRD1,CEMIP,C9orf116,FREM2,SPATA31D3,SPAG17,CATIP,TEKT3
VWA3A	VWA3A	VWA3A,PDZD9,UBXN10,GAS2L2,POLR3E,CERKL,ARMC3,FAM183A,IQCD,MYCBPAP,TEKT1
VWA3B	VWA3B	VWA3B,DNAH10,TSNAXIP1,FBXO36,CFAP99,CERKL,C1orf87,TOM1L1,OR2L2,WDR38,DNAH9
VWA5A	VWA5A	VWA5A,SOX10,PKNOX1,PKNOX2,SPDYE6,SNX15,RNF150,TMEM63C,PXMP2,PARG,CILP2
VWA5B1	VWA5B1	VWA5B1,KIAA2012,VSTM5,XKR5,ARL5C,TATDN2,CCDC27,PCDHA9,PARG,TMEM87B,ZPLD1
VWA5B2	VWA5B2	VWA5B2,RAB3A,FAM131A,KIF9,LRWD1,C2orf81,MAP6D1,RBM34,SH3RF3,PARG,TICRR
VWA7	VWA7	VWA7,VOPP1,LY6G6C,SAPCD1,DPY19L4,TMEM9B,LY6G5C,NOC4L,LRRC3,LY6G6F,SLC45A1
VWA8	VWA8	VWA8,NUDT12,MTRF1,FAM92A,IDI1,SCRN1,NAA16,NDUFB7,RTN4IP1,FOXA1,CBR4
VWC2	VWC2	VWC2,CHRD,CNIH2,GRIA2,NRN1,BMP6,SHISA7,GRIA1,PRR35,SHISA6,VWCE
VWC2L	VWC2L	VWC2L,SHISA7,SHISA6,GRIA2,CACNG3,GRIN1,CACNG7,CNIH2,GRIA1,GRIN2B,CACNG8
VWCE	VWCE	VWCE,FAU,TWSG1,BMP2,BMPR2,BMPR1A,BMP7,BMP6,GDF5,VWC2,VWF
VWDE	VWDE	VWDE,TTC9C,SMPDL3A,CDC40,ARL4A,GAS2L2,TMEM106B,CDC27,THSD7A,PRG2,KLHDC1
VWF	VWF	VWF,GP1BA,SELP,ITGA2B,ITGB3,GP9,FN1,GP1BB,ADAMTS13,GP6,GP5
WAC	WAC	WAC,RNF20,RNF40,CDC5L,RBM25,SCOC,VCPIP1,SF3B2,UBE2B,DDX46,SART1
WAPL	WAPL	WAPL,PDS5A,RAD21,SMC3,STAG1,PDS5B,NIPBL,CDCA5,ESCO1,MAU2,ESCO2
WARS2	WARS2	WARS2,YARS2,MARS2,VARS2,PARS2,IARS2,AARS2,SARS2,LARS2,RARS2,NARS2
WASF1	WASF1	WASF1,BRK1,NCKAP1,ABI1,CYFIP1,CYFIP2,ABI2,NCKAP1L,BAIAP2,WASF2,ARPC3
WASF2	WASF2	WASF2,BAIAP2,ABI1,NCKAP1L,NCKAP1,BRK1,CYFIP2,CYFIP1,ABI2,WASF1,ACTR2
WASF3	WASF3	WASF3,NCKAP1,ABI1,CYFIP1,ABI2,BRK1,CYFIP2,NCKAP1L,WASF2,WASF1,ABI3
WASHC1	WASHC1	WASHC1,WASHC5,WASHC3,WASHC4,WASHC2C,WASHC2A,CAPZA1,CAPZB,VPS35,SNX27,IGF2R
WASHC2A	WASHC2A	WASHC2A,WASHC1,WASHC5,WASHC4,WASHC3,WASHC2C,CAPZB,CAPZA1,VPS35,CCDC93,CAPZA2
WASHC2C	WASHC2C	WASHC2C,WASHC3,WASHC4,WASHC5,WASHC1,CAPZA1,CAPZB,WASHC2A,VPS35,VPS29,FKBP15
WASHC3	WASHC3	WASHC3,WASHC5,WASHC1,WASHC4,WASHC2C,WASHC2A,CAPZA1,CAPZB,HSBP1,NUP37,VPS29
WASHC4	WASHC4	WASHC4,WASHC3,WASHC5,WASHC1,WASHC2C,WASHC2A,CAPZA1,CAPZB,FKBP15,VPS35,CAPZA2
WASHC5	WASHC5	WASHC5,WASHC3,WASHC4,WASHC1,WASHC2C,WASHC2A,CAPZA1,CAPZB,REEP1,VPS35,SPAST
WASL	WASL	WASL,CDC42,WIPF2,ARPC1B,ACTR3,CTTN,NCK1,ACTR2,ITSN1,WIPF1,WIPF3
WBP1	WBP1	WBP1,WBP2,RUVBL1,RUVBL2,ACTR5,WWOX,INO80C,MMS19,OGFOD2,TMEM218,VOPP1
WBP11	WBP11	WBP11,SRRM1,UBL5,CDC5L,MFAP1,PRPF38A,TCERG1,ZMAT2,CWC15,PLRG1,WBP4
WBP1L	WBP1L	WBP1L,CSMD1,ZNF804A,CYCS,BORCS7,CACNA1C,NT5C2,AS3MT,HIGD1A,RLF,COLCA2
WBP2	WBP2	WBP2,YAP1,WBP1,CYC1,UQCRC2,UQCRQ,UQCRB,WWP2,NEDD4,NEDD4L,WWOX
WBP2NL	WBP2NL	WBP2NL,CYC1,UQCRQ,UQCRC2,UQCRB,UQCRFS1,UQCR10,PLCZ1,UQCRC1,PMPCB,MGA
WBP4	WBP4	WBP4,SNRPB,SNRNP200,PRPF31,SNRPB2,ZMAT2,MFAP1,SART1,PRPF38A,LSM6,PRPF4
WDCP	WDCP	WDCP,ALK,RUVBL1,EML4,KIF5B,RUVBL2,STRN,ATIC,KLC1,SEC31A,TPM4
WDFY1	WDFY1	WDFY1,TLR3,AP1S3,AP1S1,NUDCD1,GPR37,TMEM123,TLR4,WDR11,WDFY4,ENTPD4
WDFY2	WDFY2	WDFY2,TFRC,FIBP,AKT1,WDFY4,CDC16,AP1S3,CATSPERZ,PALLD,SERPINE3,AP1S1
WDFY3	WDFY3	WDFY3,SQSTM1,ATG5,GABARAP,MAP1LC3C,ATG12,TRAF6,ATG16L1,GABARAPL1,NBR1,MAP1LC3B
WDFY4	WDFY4	WDFY4,LRRC18,LAPTM5,IRF8,PLEK,WDFY2,BANK1,SPI1,SNX22,TLR4,BLK
WDHD1	WDHD1	WDHD1,TIPIN,CDC45,MCM3,TIMELESS,MCM5,GINS4,MCM4,MCM6,MCM2,CLSPN
WDPCP	WDPCP	WDPCP,INTU,FUZ,MKS1,BBS12,BBS10,TTC8,BBS9,CCDC28B,ASTN2,BBS5
WDR1	WDR1	WDR1,CFL1,CFL2,CAPZB,ACTR3,CAP1,DSTN,MYH9,ACTG1,TLN1,ACTR2
WDR11	WDR11	WDR11,C17orf75,NAA40,TOR1A,TNFRSF25,TNFRSF10A,XPOT,HLA-DRB1,TRAPPC11,UBXN7,FAM91A1
WDR12	WDR12	WDR12,NIP7,PES1,BOP1,RSL24D1,WDR74,BRIX1,NIFK,EBNA1BP2,MAK16,RSL1D1
WDR17	WDR17	WDR17,GRWD1,NOC2L,RPF2,GTPBP4,BRIX1,WDR3,SDAD1,EBNA1BP2,MRTO4,TSR1
WDR18	WDR18	WDR18,TEX10,PELP1,GNL2,NOL9,PA2G4,NLE1,CDT1,SDAD1,SENP3,BOP1
WDR19	WDR19	WDR19,WDR35,IFT43,TTC21B,IFT140,IFT122,IFT27,IFT80,TULP3,IFT172,IFT52
WDR20	WDR20	WDR20,USP12,WDR48,USP46,PHLPP2,PHLPP1,BRAP,USP1,VSX2,RAD51AP1,USP14
WDR24	WDR24	WDR24,SEH1L,NPRL2,NPRL3,WDR59,KPTN,DEPDC5,MIOS,RRAGC,SEC13,ITFG2
WDR25	WDR25	WDR25,CRNKL1,CDC5L,XAB2,SNW1,DHX38,SYF2,SNRNP200,EFTUD2,PRPF8,CWC25
WDR26	WDR26	WDR26,GID8,RMND5A,RANBP9,ARMC8,RANBP10,RMND5B,GID4,MAEA,MKLN1,GSC
WDR27	WDR27	WDR27,TCTE3,C6orf120,PHF10,HTR5A,FRMD1,DACT2,FAM120B,SMOC2,CDCP2,LRRC23
WDR3	WDR3	WDR3,UTP18,MPHOSPH10,WDR43,NOL6,UTP20,TBL3,WDR36,BMS1,UTP3,PWP2
WDR31	WDR31	WDR31,FAU,RPS3,RPS7,RPLP0,RPS26,RPS6,RPL30,UBA52,RPS2,RPS20
WDR33	WDR33	WDR33,CPSF2,CPSF4,CPSF1,FIP1L1,SYMPK,CPSF3,CSTF3,WDR82,RBBP6,PAPOLA
WDR34	WDR34	WDR34,DYNC2H1,WDR60,DYNC2LI1,DYNLL1,DYNLRB1,TCTEX1D2,DYNLT1,DYNLRB2,DYNLL2,DYNC1LI1
WDR35	WDR35	WDR35,TTC21B,IFT43,WDR19,IFT122,IFT140,ELMO3,DOCK1,ELMO1,ELMO2,IFT80
WDR36	WDR36	WDR36,UTP15,WDR75,UTP4,HEATR1,UTP6,NOP56,DCAF13,BYSL,NGDN,KRR1
WDR37	WDR37	WDR37,PACS1,PACS2,ARMC8,WDR47,DIP2C,IFT140,TMEM60,WDR63,ERICH5,WDR48
WDR38	WDR38	WDR38,RSPH14,AK7,RSPH9,FAM81B,ANKEF1,RBBP5,ASH2L,ERICH2,OR1Q1,ARMC3
WDR4	WDR4	WDR4,METTL1,TRMT61A,PUS1,TRMT6,TRMT61B,TRMT10C,TRMT10A,PES1,PUS3,MRTO4
WDR41	WDR41	WDR41,SMCR8,C9orf72,RAB8A,ARF1,ATG101,LAMTOR1,RAB1A,LAMTOR3,LAMTOR2,PDE3B
WDR43	WDR43	WDR43,UTP6,NOP56,DCAF13,UTP4,HEATR1,UTP15,WDR75,NOP58,NOC4L,WDR46
WDR45B	WDR45B	WDR45B,ATG2A,OTUD7B,ATG2B,WIPI2,ATG12,ATG5,ATG7,PIK3R4,EPG5,ATG16L1
WDR46	WDR46	WDR46,RRP9,UTP3,RRP7A,UTP11,UTP20,WDR36,TBL3,PDCD11,BMS1,NOL10
WDR47	WDR47	WDR47,CAMSAP3,CAMSAP2,WDR37,TMEM167B,FBXO33,CAMSAP1,WDR78,WDR63,RABGGTB,STMN2
WDR48	WDR48	WDR48,USP46,WDR20,USP1,USP12,FANCI,RAD51AP1,UBC,FANCD2,ATAD5,UBB
WDR49	WDR49	WDR49,SERPINI2,ZBBX,TMEM253,PLEKHH3,LRRC74A,FAM124A,CROCC2,GRIFIN,TTC30A,ASB15
WDR5	WDR5	WDR5,DPY30,KANSL1,RBBP5,ASH2L,KMT2C,SETD1A,SETD1B,PAXIP1,WDR82,KMT2A
WDR53	WDR53	WDR53,PRPF3,PRPF6,SNRNP200,LSM8,PRPF31,PRPF8,SART1,MFAP1,LSM7,POC5
WDR54	WDR54	WDR54,OSCP1,ITPRIPL1,CCDC142,STAC3,INO80B,C2orf81,WDR53,CCDC140,LBX2,CCDC107
WDR55	WDR55	WDR55,WDR12,IK,PES1,BOP1,EIF1AD,TTC27,WDR18,KRR1,WDR74,WDR46
WDR59	WDR59	WDR59,NPRL2,SEH1L,MIOS,DEPDC5,NPRL3,WDR24,SEC13,SZT2,ITFG2,KPTN
WDR5B	WDR5B	WDR5B,ASH2L,RBBP5,KMT2D,WDR5,KMT2A,MEN1,WDR82,CXXC1,SETD1A,SETD1B
WDR6	WDR6	WDR6,UTP15,NOP56,SNU13,DALRD3,MRM2,STK11,FTSJ3,SAMD9,WDR3,WDR36
WDR60	WDR60	WDR60,DYNC2LI1,WDR34,DYNC2H1,DYNLL1,DYNLRB1,TCTEX1D2,DYNLT1,DYNLRB2,DYNC1LI1,DYNLL2
WDR61	WDR61	WDR61,TTC37,SKIV2L,LEO1,CDC73,RTF1,CTR9,PAF1,SUPT5H,SUPT4H1,ERCC6
